Alabama,5024279
Alaska,733391
Arizona,7151502
Arkansas,3011524
California,39538223
Colorado,5773714
Connecticut,3605944
Delaware,989948
Florida,21538187
Georgia,10711908
Hawaii,1455271
Idaho,1839106
Illinois,12812508
Indiana,6785528
Iowa,3190369
Kansas,2937880
Kentucky,4505836
Louisiana,4657757
Maine,1362359
Maryland,6177224
Massachusetts,7029917
Michigan,10077331
Minnesota,5706494
Mississippi,2961279
Missouri,6154913
Montana,1084225
Nebraska,1961504
Nevada,3104614
NewHampshire,1377529
NewJersey,9288994
NewMexico,2117522
NewYork,20201249
NorthCarolina,10439388
NorthDakota,779094
Ohio,11799448
Oklahoma,3959353
Oregon,4237256
Pennsylvania,13002700
RhodeIsland,1097379
SouthCarolina,5118425
SouthDakota,886667
Tennessee,6910840
Texas,29145505
Utah,3271616
Vermont,643077
Virginia,8631393
Washington,7705281
WestVirginia,1793716
Wisconsin,5893718
Wyoming,576851
